channel,mean,rms,meanerr,rmserr,tv
1133,2501.65,4.73466,0.114179,0.156797,9754
1267,2409.82,5.58119,0.172505,0.135623,9754
1134,2466.97,4.83974,0.171085,0.14351,9754
1266,2517.56,5.78071,0.182495,0.162106,9754
1135,2470.79,5.33122,0.0962589,0.156051,9754
1265,2584.03,5.96783,0.120368,0.137049,9754
1264,2438.78,5.67502,0.132329,0.127411,9754
1145,2619.54,17.3375,0.315947,0.302125,9754
1452,547.595,4.58308,0.120843,0.102669,9754
1453,535.243,5.2763,0.14883,0.128278,9754
1454,525.108,4.56746,0.118693,0.0866539,9754
1455,525.456,4.52837,0.131064,0.100776,9754
1456,514.894,3.99751,0.103637,0.150668,9754
1457,503.159,4.1319,0.107964,0.0960348,9754
1458,503.441,4.51026,0.138573,0.120129,9754
1459,517.279,3.77283,0.100832,0.0777915,9754
1460,518.382,4.13034,0.108292,0.089801,9754
1461,510.559,5.08198,0.158581,0.169965,9754
1462,534.224,4.42558,0.108515,0.12114,9754
1463,573.347,4.58973,0.1392,0.150264,9754
1464,542.468,3.74655,0.101655,0.106547,9754
1465,602.175,4.18145,0.126163,0.107163,9754
1137,2441.77,5.84805,0.177418,0.168224,9754
1136,2791.1,6.11968,0.178848,0.144279,9754
1466,634.452,4.65043,0.158551,0.164968,9754
1467,587.263,4.13035,0.0940469,0.094434,9754
1468,576.828,24.8255,0.586242,4.77151,9754
1469,541.633,6.43204,0.148195,0.111339,9754
1470,540.667,4.25999,0.127924,0.107537,9754
1471,559.733,4.29596,0.113921,0.129225,9754
1472,0,0,0,0,9754
1473,536.479,4.02873,0.117919,0.105111,9754
1474,582.666,3.66451,0.105707,0.0976503,9754
1475,574.602,4.1884,0.123735,0.157862,9754
1476,622.712,4.16282,0.102704,0.111147,9754
1477,605.065,4.17752,0.125045,0.114035,9754
1478,634.057,4.84899,0.164056,0.178026,9754
1479,711.33,3.65051,0.142441,0.0957065,9754
1128,2526.92,6.41877,0.2405,0.217289,9754
1290,2664.31,8.83965,0.133331,0.166932,9754
1111,2435.44,21.5454,0.21634,0.344664,9754
1289,2455.69,7.51838,0.145613,0.161876,9754
1112,2429.11,22.4968,0.301128,0.328742,9754
1288,2379.09,7.4503,0.073238,0.188388,9754
1113,2416.87,19.486,0.241048,0.325996,9754
1287,2479.48,7.79322,0.199122,0.171262,9754
1114,2316.3,15.6086,0.181739,0.332638,9754
1286,2316.11,6.68341,0.197445,0.122183,9754
1115,2439.12,8.19274,0.171866,0.170474,9754
1285,2382.79,6.50836,0.180153,0.125549,9754
1116,2453.96,6.19225,0.0743741,0.142074,9754
1284,2432.9,7.28037,0.0786816,0.179964,9754
1117,2449.7,5.66105,0.168351,0.145313,9754
1283,2517.5,5.73304,0.152174,0.142851,9754
1282,2519.21,5.63876,0.0735141,0.14597,9754
1281,2741,6.59794,0.154816,0.188277,9754
1280,2529.68,5.00308,0.154385,0.155836,9754
1120,2553.41,5.06438,0.185297,0.194094,9754
1279,2491.5,4.81887,0.228102,0.20548,9754
1121,2456.1,4.78154,0.0991217,0.157495,9754
1278,2482.14,6.0514,0.247754,0.181369,9754
1122,2436.66,5.3168,0.113009,0.157434,9754
1277,2402.65,4.98997,0.170775,0.192305,9754
1123,2468.63,5.10232,0.136341,0.145958,9754
1276,2459.78,4.40795,0.142573,0.145738,9754
1124,2466.86,4.80892,0.157792,0.156549,9754
1275,2436.49,4.96023,0.161338,0.174745,9754
1125,2462.32,4.93508,0.17849,0.16869,9754
1274,2571.82,4.76436,0.218882,0.145108,9754
1126,2524.73,5.56567,0.144585,0.139912,9754
1273,2587.52,5.82421,0.205881,0.187565,9754
1118,2673.04,6.68597,0.139973,0.170169,9754
1494,525.132,3.80583,0.119152,0.0979208,9754
1495,499.608,4.28321,0.125767,0.11433,9754
1496,428.583,4.6165,0.132422,0.108697,9754
1497,480.7,4.25287,0.121018,0.131262,9754
1498,475.721,4.43604,0.120961,0.108986,9754
1499,3720.12,1.80227,0.170049,0.0315112,9754
1500,442.514,3.89257,0.108909,0.0827988,9754
1501,467.71,4.24507,0.114325,0.115335,9754
1502,426.81,4.57002,0.123866,0.132979,9754
1503,442.618,3.12028,0.118778,0.104579,9754
1504,448.527,5.80717,0.235553,0.104349,9754
1505,485.323,4.39336,0.125449,0.132112,9754
1506,518.175,5.39334,0.183015,0.241384,9754
1507,556.629,4.5907,0.139701,0.129994,9754
1110,2506.31,21.7145,0.275253,0.334192,9754
1127,2599.75,6.13356,0.247285,0.206274,9754
1480,571.45,4.20893,0.138875,0.158749,9754
1481,589.264,4.49156,0.139926,0.115776,9754
1482,557.496,4.18638,0.116197,0.115886,9754
1483,611.952,3.9552,0.107475,0.120748,9754
1484,579.695,3.36511,0.133201,0.124975,9754
1485,545.122,3.99959,0.118848,0.111239,9754
1486,584.918,3.71551,0.112125,0.106549,9754
1487,576.571,4.22144,0.116283,0.177096,9754
1488,583.057,3.22057,0.130618,0.100774,9754
1489,613.888,3.76411,0.0984026,0.128015,9754
1490,583.069,3.55847,0.0953992,0.0995318,9754
1491,628.743,3.89182,0.132004,0.0964425,9754
1492,595.025,3.82525,0.117246,0.105591,9754
1493,622.387,3.86808,0.0992148,0.104981,9754
1119,2420.7,6.07057,0.180723,0.131078,9754
1299,2684.81,9.47777,0.226646,0.244672,9754
1298,2578.25,6.5811,0.118741,0.147182,9754
1102,2480.31,9.3055,0.178278,0.203446,9754
1297,2474.64,8.82585,0.195192,0.205036,9754
1103,2486.16,12.8793,0.167686,0.249505,9754
1296,2510.87,7.9551,0.113957,0.189354,9754
1104,2506.57,13.829,0.246952,0.27951,9754
1295,2446.92,7.30983,0.127991,0.174951,9754
1105,2513.14,22.1573,0.371759,0.316482,9754
1294,2513.67,183.849,2.95686,3.18902,9754
1106,2413.68,19.9149,0.349169,0.662121,9754
1293,2483.96,12.0969,0.155762,0.216715,9754
1107,2465.37,188.707,3.11348,2.89401,9754
1292,2425.8,65.9222,0.835602,0.326538,9754
1108,2426.39,20.9264,0.272324,0.334636,9754
1291,2430.69,82.2064,1.29442,4.09419,9754
1308,2532.56,6.92965,0.144348,0.169203,9754
1093,2419.91,2.57998,0.119348,0.0768592,9754
1307,2440.76,6.35343,0.196991,0.181338,9754
1094,2364.8,33.9629,0.394309,0.620757,9754
1306,2372.84,5.53071,0.0771876,0.156636,9754
1095,2398.83,7.18453,0.082625,0.144898,9754
1305,2412.05,6.03776,0.111978,0.149188,9754
1096,2482.98,9.06704,0.172285,0.110003,9754
1304,2445.52,5.23753,0.178964,0.136334,9754
1097,2560.93,6.48167,0.239792,0.193215,9754
1303,2412.11,5.58299,0.108093,0.170655,9754
1098,2326.86,5.90753,0.136454,0.159696,9754
1302,2375.13,5.72614,0.162613,0.161082,9754
1099,2417.3,6.77355,0.212087,0.176081,9754
1301,2352.57,6.78094,0.144942,0.175439,9754
1300,2454.66,6.65249,0.110906,0.171479,9754
1109,2608.5,24.7131,0.306442,0.348534,9754
1508,496.336,5.60427,0.150397,0.146093,9754
1509,487.442,6.39887,0.186695,0.149457,9754
1510,427.98,4.78669,0.174424,0.145269,9754
1511,461.518,5.00617,0.115292,0.121111,9754
1512,419.292,5.3277,0.132811,0.111292,9754
1513,411.907,4.19518,0.122948,0.106466,9754
1514,419.137,5.06268,0.122553,0.16059,9754
1515,398.999,5.28121,0.0896778,0.107595,9754
1516,387.149,4.80252,0.122883,0.167095,9754
1517,376.241,4.73402,0.113636,0.165304,9754
1518,0,0,0,0,9754
1519,397.632,4.38086,0.102247,0.136317,9754
1520,461.475,4.20494,0.119483,0.100851,9754
1521,553.945,5.16282,0.122366,0.132288,9754
1101,2945.85,1.16741,0.00,0.0358564,9754
1100,3746.35,65.5753,1.13954,0.310379,9754
1522,349.898,332.667,5.23678,7.6027,9754
1523,1058.76,706.383,8.40474,3.01417,9754
1524,1009.54,731.508,8.8356,2.1747,9754
1525,523.401,360.92,6.93855,1.69442,9754
1526,505.541,11.8813,0.479918,4.29373,9754
1527,563.232,40.6478,0.89624,6.71979,9754
1528,546.379,151.253,2.30386,3.18818,9754
1529,522.71,4.36178,0.105189,0.100882,9754
1530,547.278,4.53772,0.123944,0.149165,9754
1531,535.745,4.47538,0.124859,0.128942,9754
1532,574.433,4.98201,0.158935,0.168092,9754
1533,578.92,4.36508,0.111592,0.18669,9754
1534,585.814,4.94516,0.138906,0.114159,9754
1535,587.891,4.22978,0.110507,0.106968,9754
1092,2345.16,12.7913,0.206011,0.222242,9754
1182,2520.77,10.3372,0.291929,0.309138,9754
1075,2439.22,14.2805,0.270346,0.324275,9754
1181,2326.25,8.46035,0.228773,0.236295,9754
1076,2348.56,14.4243,0.25343,0.307094,9754
1180,2291.43,8.75073,0.286721,0.327833,9754
1077,2352.78,25.9093,0.287887,0.45039,9754
1179,2264.1,9.92729,0.159401,0.243637,9754
1078,2332.8,27.054,0.358711,0.3962,9754
1178,2387.84,9.62202,0.217942,0.216622,9754
1079,2393.42,18.0289,0.277942,0.332609,9754
1177,2464.65,12.1375,0.199817,0.224544,9754
1080,2474.86,17.6958,0.237916,0.337234,9754
1176,2461.71,12.0931,0.219561,0.262482,9754
1081,2382.8,17.3613,0.260773,0.324085,9754
1175,2411.16,10.9467,0.229247,0.312995,9754
1174,2487.08,12.3833,0.23502,0.298423,9754
1173,2620.1,11.7347,0.285504,0.481654,9754
1172,2495.56,9.26361,0.291157,0.436633,9754
1084,2408.45,22.9142,0.318288,0.387199,9754
1171,2350.24,9.34582,0.261247,0.326914,9754
1085,2368.74,20.1831,0.296395,0.316902,9754
1170,2401.3,7.77489,0.217499,0.28327,9754
1086,2312.45,16.8105,0.298722,0.312777,9754
1169,2314.15,7.17522,0.15934,0.261283,9754
1087,2384.7,11.8219,0.230634,0.259647,9754
1168,2329.01,6.77241,0.204192,0.288263,9754
1088,2381.67,9.33627,0.152902,0.224727,9754
1311,2382.35,6.73362,0.230043,0.281856,9754
1089,2353.54,10.6861,0.262376,0.314595,9754
1310,2439.77,7.0217,0.197838,0.349503,9754
1090,2379.73,7.16097,0.199235,0.257485,9754
1309,2447.65,7.3199,0.223966,0.324186,9754
1082,2534.41,21.9581,0.31806,0.417685,9754
1409,513.927,5.63945,0.185685,0.261719,9754
1408,524.675,5.47831,0.156846,0.147307,9754
1407,499.205,5.59528,0.161247,0.245598,9754
1406,528.964,5.73292,0.134053,0.171674,9754
1405,471.632,5.66604,0.13736,0.190599,9754
1404,493.411,5.28034,0.142355,0.200179,9754
1403,469.054,6.05471,0.153541,0.190402,9754
1402,481.333,5.46068,0.129155,0.201393,9754
1401,469.768,6.45801,0.125628,0.176041,9754
1400,513.951,6.34174,0.160404,0.275756,9754
1399,519.627,5.93178,0.119784,0.176209,9754
1398,572.482,7.14359,0.223948,0.32015,9754
1397,496.403,6.73217,0.161808,0.206392,9754
1396,591.545,6.12602,0.141547,0.184856,9754
1074,2413.25,20.3599,0.324951,0.332915,9754
1091,2502.03,10.3719,0.282587,0.455929,9754
1423,1841.84,1.36687,0.114693,0.024632,9754
1422,519.74,7.5309,0.148615,0.243585,9754
1421,436.198,6.17344,0.184541,0.285178,9754
1420,443.895,7.79109,0.267374,0.263818,9754
1419,408.535,4.97976,0.141442,0.195748,9754
1418,463.018,4.74554,0.134551,0.194762,9754
1417,450.268,4.22298,0.109014,0.236939,9754
1416,413.823,4.94593,0.142498,0.19899,9754
1415,453.656,4.45009,0.157808,0.218853,9754
1414,464.985,5.08433,0.127333,0.195926,9754
1413,435.875,4.75591,0.172555,0.160573,9754
1412,465.539,5.07399,0.134296,0.207407,9754
1411,449.392,0.846541,0.00,0.0178187,9754
1410,554.465,5.9896,0.144266,0.228489,9754
1083,2343.77,19.3511,0.245931,0.324963,9754
1191,2639.5,13.0531,0.268789,0.265527,9754
1190,2576.42,7.41348,0.212143,0.119388,9754
1066,2458.8,12.1645,0.221641,0.259899,9754
1189,2416.87,27.2612,0.389741,0.782356,9754
1067,2830.56,254.475,2.77079,0.653412,9754
1188,2479.26,7.83654,0.214384,0.166846,9754
1068,2402.85,13.9223,0.258728,0.19878,9754
1187,2467.89,37.608,0.674476,3.57489,9754
1069,2441.24,88.2537,1.53773,3.87844,9754
1186,2429.76,94.0877,1.27526,3.2075,9754
1070,2483.51,43.1335,0.732203,3.09858,9754
1185,2519.61,23.0705,0.362122,1.9328,9754
1071,2851.51,243.515,3.75614,1.438,9754
1184,2507.18,7.44445,0.208568,0.145975,9754
1072,2483.05,34.4667,0.357327,0.223975,9754
1183,2596.08,19.4852,0.427079,0.275072,9754
1200,2547.53,6.2328,0.200364,0.129091,9754
1057,2385.12,5.492,0.186314,0.138611,9754
1199,2408,5.604,0.0939356,0.135456,9754
1058,2500.49,2.44988,0.130278,0.0379186,9754
1198,2418.21,6.57261,0.146421,0.160797,9754
1059,2316.52,26.3899,0.363457,0.378551,9754
1197,2386.13,5.72043,0.162191,0.156542,9754
1060,2447.18,6.99849,0.17763,0.142153,9754
1196,2364.09,7.10008,0.296875,0.195398,9754
1061,2369.16,10.379,0.239253,0.207416,9754
1195,2427.46,7.67622,0.241313,0.213756,9754
1062,2378.9,10.5685,0.260247,0.213261,9754
1194,2375.32,6.65657,0.188796,0.149847,9754
1063,2336.01,11.4025,0.172072,0.174689,9754
1193,2324.13,6.60751,0.097571,0.142582,9754
1192,2342.61,8.45806,0.170237,0.152991,9754
1073,2719.93,19.2877,0.330358,0.440771,9754
1395,584.233,4.23216,0.1105,0.0841524,9754
1394,557.663,5.73134,0.158342,0.120448,9754
1393,541.801,4.65861,0.129443,0.0951851,9754
1392,541.548,5.65966,0.129531,0.104075,9754
1391,530.783,5.20369,0.125223,0.11382,9754
1390,536.644,5.14056,0.111937,0.117061,9754
1389,520.049,4.04562,0.10112,0.0773414,9754
1388,507.698,4.48132,0.106856,0.121545,9754
1387,471.662,4.35097,0.0965612,0.0799047,9754
1386,525.453,4.63717,0.106785,0.0926078,9754
1385,537.62,4.53327,0.0964395,0.0955249,9754
1384,542.785,4.75758,0.110573,0.0997166,9754
1383,555.043,4.40807,0.127848,0.102703,9754
1382,607.257,4.36448,0.111133,0.107075,9754
1065,2414.82,8.5944,0.212097,0.16786,9754
1064,2336.01,1286.29,8.16105,1.12308,9754
1381,763.346,421.447,6.12459,2.51593,9754
1380,1233.8,322.372,3.75028,2.28939,9754
1379,1300.93,264.146,0.80764,0.661001,9754
1378,950.522,38.6383,0.769238,0.618444,9754
1377,736.662,231.246,2.96064,0.511399,9754
1376,535.395,211.224,7.31995,6.18708,9754
1375,901.531,248.169,4.32669,4.69059,9754
1374,483.711,4.27624,0.0933358,0.0972271,9754
1373,496.801,4.69747,0.099601,0.104491,9754
1372,503.241,3.93724,0.133671,0.109749,9754
1371,544.378,4.15819,0.10917,0.101981,9754
1370,523.689,3.91514,0.0971227,0.0978025,9754
1369,584.167,3.89512,0.114817,0.0865631,9754
1368,592.452,3.76999,0.101904,0.101851,9754
1056,2374.51,6.25763,0.143717,0.151881,9754
1218,2579.94,5.56144,0.195816,0.174885,9754
1039,2419.03,6.26587,0.1409,0.140066,9754
1217,2457,4.59935,0.179658,0.173149,9754
1040,2400.91,5.77331,0.173112,0.172894,9754
1216,2417.2,5.14473,0.119452,0.195878,9754
1041,2381.72,5.42777,0.0949899,0.169965,9754
1215,2371.48,5.48407,0.197833,0.217452,9754
1042,2418.4,5.60196,0.15272,0.200109,9754
1214,2384.06,4.78556,0.164268,0.161642,9754
1043,2449.14,5.31986,0.175297,0.165045,9754
1213,2418.1,5.15657,0.203522,0.164719,9754
1044,2442.71,4.5268,0.159134,0.136933,9754
1212,2374.34,4.3017,0.147193,0.208426,9754
1045,2371.72,5.6182,0.149315,0.224057,9754
1211,2365.62,6.04158,0.277842,0.279403,9754
1210,2394.08,4.65209,0.127123,0.156294,9754
1209,2610.68,5.87175,0.268415,0.148514,9754
1208,2478.28,5.14211,0.171831,0.156312,9754
1048,2518.75,5.1513,0.164597,0.180804,9754
1207,2390.5,4.84374,0.1363,0.163685,9754
1049,2601.71,5.77134,0.107889,0.163803,9754
1206,2469.32,4.86845,0.138836,0.183169,9754
1050,2450.18,5.37195,0.163098,0.153748,9754
1205,2417.49,4.97725,0.135268,0.186781,9754
1051,2460.53,7.86377,0.268827,0.201407,9754
1204,2444.55,4.76144,0.134036,0.159192,9754
1052,2462.73,6.7448,0.179879,0.137234,9754
1203,2433.84,1.25581,0.00,0.079223,9754
1053,2479.46,7.35693,0.129147,0.165481,9754
1202,2494.21,1.68458,0.00,0.0377725,9754
1054,2442.08,7.37305,0.154096,0.178141,9754
1201,2410.44,12.9568,0.288876,0.338046,9754
1046,2635.49,4.68195,0.156264,0.166431,9754
1353,558.651,3.95918,0.110512,0.127836,9754
1352,536.328,4.0846,0.102981,0.126614,9754
1351,515.854,3.81966,0.142633,0.156768,9754
1350,531.932,4.09091,0.0960422,0.109094,9754
1349,474.508,4.14725,0.109609,0.11266,9754
1348,482.709,4.14701,0.0989247,0.114876,9754
1347,526.074,4.37785,0.108372,0.113705,9754
1346,513.475,4.33665,0.142333,0.13812,9754
1345,478.98,4.62841,0.111336,0.105411,9754
1344,535.569,4.28795,0.114514,0.125731,9754
1343,563.062,4.77724,0.12136,0.0897684,9754
1342,583.716,3.59901,0.131216,0.10034,9754
1341,544.881,4.80094,0.131586,0.139647,9754
1340,583.866,4.03953,0.117697,0.112596,9754
1038,2420.26,10.6141,0.183129,0.240663,9754
1055,2666.79,10.2186,0.211333,0.262085,9754
1367,552.482,4.35867,0.114629,0.182797,9754
1366,524.566,4.43236,0.107809,0.123984,9754
1365,506.072,3.7709,0.104902,0.137062,9754
1364,533.214,3.73189,0.103088,0.113117,9754
1363,501.866,3.93437,0.14634,0.134492,9754
1362,531.964,3.86072,0.111917,0.111578,9754
1361,493.726,7.26035,0.145617,0.125355,9754
1360,506.574,4.25616,0.122887,0.163677,9754
1359,495.13,3.88278,0.0941756,0.116319,9754
1358,482.681,3.85224,0.106602,0.107555,9754
1357,514.533,3.42473,0.100078,0.146581,9754
1356,514.096,4.11228,0.10991,0.155212,9754
1355,581.329,3.39408,0.104709,0.108186,9754
1354,617.291,4.47628,0.118646,0.123352,9754
1047,2423.39,7.281,0.187569,0.125517,9754
1227,3713.47,38.6424,0.647683,0.313156,9754
1226,1790.18,1043.65,15.1654,2.78141,9754
1030,2554.84,102.429,2.32312,11.1307,9754
1225,2813.28,457.015,7.74856,16.158,9754
1031,2284.96,124.599,2.98421,9.37689,9754
1224,2675.28,134.123,3.21117,0.574621,9754
1032,2508.23,217.939,2.94402,1.42332,9754
1223,2425.06,902.281,11.706,7.92734,9754
1033,2439.77,62.7645,1.19138,1.29303,9754
1222,2480.24,84.0554,1.26533,1.36557,9754
1034,2697.4,229.817,2.79492,1.45113,9754
1221,2376.67,124.632,1.65349,0.543822,9754
1035,2613.65,257.21,2.82681,0.174029,9754
1220,2880.11,241.122,2.80088,1.50806,9754
1036,2314.55,28.3262,0.80252,4.42833,9754
1219,2599.92,279.398,2.68419,0.698284,9754
1236,2772.99,6.60885,0.185651,0.199331,9754
1165,2454.26,8.57935,0.18202,0.16683,9754
1235,2415.16,5.39924,0.0784464,0.130339,9754
1166,2312.17,7.10593,0.170187,0.157405,9754
1234,2266.29,4.92044,0.128163,0.133425,9754
1167,2348.89,9.30067,0.238597,0.190386,9754
1233,2354.01,5.93977,0.148133,0.14511,9754
1024,2387.97,9.33966,0.199838,0.22198,9754
1232,2376.21,4.82545,0.188718,0.118113,9754
1025,2325.52,9.09089,0.147475,0.153583,9754
1231,2399.87,5.50062,0.116529,0.126863,9754
1026,2268.99,7.96548,0.0990965,0.156162,9754
1230,2313.58,5.86727,0.0988295,0.115479,9754
1027,2341.91,8.81505,0.162448,0.16268,9754
1229,2344.65,7.11971,0.186897,0.167156,9754
1228,2366.88,4.94884,0.00,0.140662,9754
1037,2549.59,6.83424,0.141564,0.325198,9754
1339,574.283,5.37396,0.142205,0.117026,9754
1338,541.34,5.06462,0.129378,0.132228,9754
1337,580.858,3.64984,0.0985246,0.0884769,9754
1336,523.545,4.20616,0.114975,0.0902437,9754
1335,519.346,4.06425,0.101692,0.0816338,9754
1334,537.167,4.40179,0.1043,0.106161,9754
1333,545.439,4.22934,0.110147,0.0983368,9754
1332,519.001,4.26176,0.0970281,0.0936515,9754
1331,594.057,4.57341,0.101585,0.106187,9754
1330,598.307,4.50069,0.111372,0.097502,9754
1329,548.283,4.50681,0.100335,0.0911142,9754
1328,610.632,4.66473,0.117674,0.108479,9754
1327,593.76,4.30239,0.106805,0.102454,9754
1326,618.666,4.72916,0.10592,0.0986464,9754
1029,2447.34,7.07611,0.140998,0.12033,9754
1028,1793.26,1032.71,4.50735,0.603966,9754
1325,930.019,356.228,4.53621,4.92497,9754
1324,978,12.9069,0.233963,0.194984,9754
1323,962.915,23.6016,0.366258,0.268094,9754
1322,909.941,98.2825,1.65493,3.97662,9754
1321,915.23,76.2454,1.193,3.39169,9754
1320,549.241,214.436,3.71734,2.04623,9754
1319,913.59,92.0408,1.59937,4.04267,9754
1318,454.696,4.04302,0.122976,0.103102,9754
1317,405.845,4.01808,0.106691,0.116473,9754
1316,411.192,4.36929,0.120559,0.109034,9754
1315,425.135,4.03981,0.108941,0.116743,9754
1314,459.644,4.02143,0.103274,0.115208,9754
1313,505.835,4.72661,0.126841,0.172981,9754
1312,527.943,4.11248,0.11368,0.120126,9754
1164,2440.4,6.94798,0.214234,0.193324,9754
230,136.176,75.7964,1.48259,0.453907,9754
123,808.763,21.2791,0.569969,0.400129,9754
229,49.4221,79.7997,1.61285,4.47042,9754
124,534.191,64.7465,1.2693,3.15344,9754
228,770.436,632.956,11.9235,15.0764,9754
125,193.06,555.262,6.60971,10.8043,9754
227,54.8488,41.1285,0.960761,2.57355,9754
126,293.053,114.821,2.03989,1.34101,9754
226,2454.32,176.961,2.4483,1.83126,9754
127,2761.24,228.075,3.94291,2.51853,9754
225,2365.98,116.44,1.39879,0.77093,9754
128,2259.87,787.141,10.2072,4.39964,9754
224,2556.9,249.249,2.007,0.405688,9754
129,2338.13,10.9495,0.251581,0.185238,9754
223,2397.47,31.4911,0.543433,2.35234,9754
222,2718.11,265.929,2.85401,0.581051,9754
221,2648.71,13.5802,0.29553,0.260386,9754
220,2480.92,16.1764,0.291004,0.283671,9754
132,2586.73,7.31983,0.266229,0.249655,9754
219,2463.23,13.0267,0.28274,0.284287,9754
133,2382.03,6.24213,0.277794,0.193372,9754
218,2423.03,14.936,0.297873,0.314453,9754
134,2440.51,6.32767,0.218666,0.232492,9754
217,2365.07,15.3519,0.355458,0.393855,9754
135,2356.57,7.22451,0.213095,0.295337,9754
216,2460.15,22.6354,0.589483,0.712635,9754
136,2397.85,6.35745,0.218522,0.210539,9754
215,2398.86,2.13602,0.10731,0.0571661,9754
137,2363.11,9.95091,0.38421,0.248914,9754
214,2456.83,2.30508,0.0178004,0.0583563,9754
138,2461.64,6.86702,0.234856,0.24339,9754
213,2439.26,2.95033,0.0811488,0.0726689,9754
130,2609.34,9.22301,0.272534,0.270573,9754
414,621.265,7.17686,0.17164,0.164047,9754
415,622.565,7.35567,0.226109,0.151454,9754
416,587.932,6.81467,0.180893,0.128373,9754
417,571.858,7.9401,0.215081,0.165854,9754
418,601.154,7.04557,0.203797,0.15737,9754
419,583.969,6.33307,0.152282,0.168171,9754
420,550.931,7.36123,0.193245,0.206334,9754
421,592.747,6.4581,0.180806,0.156566,9754
422,537.032,5.90611,0.157491,0.156127,9754
423,591.891,6.41148,0.180344,0.142698,9754
424,617.693,6.60223,0.198379,0.157557,9754
425,601.918,6.29411,0.190056,0.159845,9754
426,632.511,7.03934,0.282813,0.202962,9754
427,672.309,6.80168,0.210024,0.165741,9754
122,2377,9.13605,0.329732,0.267565,9754
139,2597.68,18.4379,0.356675,0.33747,9754
400,602.667,7.56451,0.199511,0.157852,9754
401,662.651,13.7676,0.313719,0.349727,9754
402,535.672,7.30636,0.194043,0.20718,9754
403,585.819,6.18324,0.157116,0.14564,9754
404,558.247,7.84091,0.243054,0.132192,9754
405,567.72,8.46153,0.304836,0.271615,9754
406,563.276,7.29557,0.231938,0.2023,9754
407,591.821,6.83561,0.155539,0.137728,9754
408,559.728,7.50788,0.182308,0.145587,9754
409,530.663,6.69678,0.20439,0.136943,9754
410,2161.5,1.2002,0.042919,0.0240944,9754
411,586.137,6.5588,0.18554,0.118894,9754
412,617.496,7.99605,0.139221,0.154486,9754
413,627.77,9.26132,0.250157,0.17873,9754
131,2538.11,8.63125,0.363378,0.301054,9754
239,2532.44,11.0935,0.310211,0.228768,9754
238,2383.73,10.0447,0.226629,0.200311,9754
114,2458.42,5.88536,0.212908,0.221974,9754
237,2493.42,9.855,0.263236,0.270263,9754
115,2302.43,6.80931,0.227258,0.206505,9754
236,2258.44,10.0501,0.209888,0.217819,9754
116,1839.46,2.12529,0.0833438,0.0390571,9754
235,2387.3,10.5207,0.207621,0.190455,9754
117,2244.76,6.08171,0.155526,0.226814,9754
234,2343.58,11.1839,0.198678,0.300132,9754
118,2269.14,5.88762,0.195452,0.211243,9754
233,2310.21,12.7081,0.188657,0.270525,9754
119,2353.45,6.95426,0.259263,0.24682,9754
232,2307.66,12.7571,0.254208,0.275644,9754
120,2345.03,6.78588,0.188497,0.230468,9754
231,2408.27,12.9945,0.368112,0.272143,9754
248,2546.74,16.003,0.343499,0.417618,9754
105,2395.05,10.4179,0.259783,0.245626,9754
247,2393.51,11.7153,0.211813,0.300221,9754
106,2293.41,2.23165,0.115776,0.0696961,9754
246,2322.72,10.9733,0.197997,0.306436,9754
107,2321.42,16.7423,0.386052,0.448837,9754
245,2331.92,11.856,0.245361,0.292375,9754
108,2344.52,8.51343,0.249866,0.247286,9754
244,2370.5,12.1281,0.267296,0.272545,9754
109,2407.74,7.68034,0.215153,0.20923,9754
243,2348.93,12.2829,0.241015,0.329845,9754
110,2362.46,8.52198,0.160768,0.348474,9754
242,2349.48,13.0911,0.236321,0.358007,9754
111,2443.06,6.66238,0.141399,0.222953,9754
241,2438.98,12.143,0.252966,0.258572,9754
240,2479.76,12.6202,0.241859,0.388145,9754
121,2592.44,9.38739,0.284461,0.321245,9754
428,577.029,6.694,0.15785,0.183527,9754
429,612.521,7.66494,0.21772,0.198742,9754
430,523.756,5.5253,0.118469,0.122013,9754
431,585.707,5.89475,0.132458,0.172331,9754
432,552.179,6.13922,0.142113,0.156999,9754
433,517.069,5.97214,0.124504,0.170492,9754
434,524.262,6.21406,0.135361,0.130198,9754
435,443.119,7.16302,0.143183,0.18315,9754
436,492.08,6.97891,0.147139,0.140688,9754
437,505.903,9.86405,0.213512,0.265048,9754
438,482.105,7.12111,0.153542,0.165302,9754
439,521.249,5.90757,0.115747,0.147537,9754
440,502.738,8.59622,0.192489,0.221603,9754
441,554.577,6.87476,0.138525,0.158847,9754
113,2335.95,7.37365,0.216783,0.262373,9754
112,2612.47,10.0438,0.239471,0.319135,9754
442,563.035,7.18288,0.209145,0.24849,9754
443,499.111,6.41441,0.134509,0.171133,9754
444,470.317,6.46788,0.159861,0.174942,9754
445,470.193,5.91903,0.135096,0.121958,9754
446,452.14,5.93332,0.127946,0.191618,9754
447,432.285,6.12245,0.148864,0.280147,9754
448,469.544,6.15303,0.150359,0.145647,9754
449,433.687,5.73819,0.149991,0.138669,9754
450,408.917,5.78096,0.136213,0.169746,9754
451,409.137,5.77451,0.152176,0.153892,9754
452,401.793,6.36992,0.13815,0.157894,9754
453,452.528,6.78451,0.151494,0.213433,9754
454,484.775,7.94262,0.171483,0.174531,9754
455,563.15,7.50547,0.205393,0.192205,9754
104,2410.79,19.0585,0.280837,0.398682,9754
266,2634.57,8.13222,0.268766,0.278603,9754
87,2450.43,6.67063,0.241697,0.194541,9754
