channel, mean, rms, meaner, rmserr, tv
1825,762.18,4.96,0,0,1
1826,757.54,5.38,0,0,1
1827,749.79,5.84,0,0,1
1828,1998.08,2.42,0,0,1
1829,766.98,4.71,0,0,1
1830,733.31,4.61,0,0,1
1831,738.87,5.02,0,0,1
1832,719.52,4.74,0,0,1
1833,760.24,4.05,0,0,1
1834,743.8,5.26,0,0,1
1835,713.26,4.26,0,0,1
1836,748.86,5.36,0,0,1
1837,736.57,4.81,0,0,1
1838,712.6,7.8,0,0,1
1889,723.33,4.81,0,0,1
1890,684.09,1.31,0,0,1
1891,750.61,7.1,0,0,1
1892,707.02,5.39,0,0,1
1893,797.68,5.69,0,0,1
1894,801.8,6.14,0,0,1
1895,816.37,5.89,0,0,1
1896,783.02,5.1,0,0,1
1897,794.67,5.39,0,0,1
1898,795.46,5.87,0,0,1
1899,793.36,5.3,0,0,1
1900,803.18,5.78,0,0,1
1901,808.93,6,0,0,1
1902,811,5.89,0,0,1
1905,796.15,5.73,0,0,1
1906,783.67,5.53,0,0,1
1907,814.09,5.97,0,0,1
1908,814.42,5.95,0,0,1
1909,805.26,6.08,0,0,1
1910,811.75,6.52,0,0,1
1911,784.82,5.71,0,0,1
1912,774.2,4.33,0,0,1
1913,800.66,5.89,0,0,1
1914,782.51,4.35,0,0,1
1915,777.27,4.86,0,0,1
1916,785.84,6.79,0,0,1
1917,774.88,4.57,0,0,1
1918,783.5,5.43,0,0,1
1969,771.74,4.66,0,0,1
1970,778.3,5.23,0,0,1
1971,790.18,5.66,0,0,1
1972,794.31,6.02,0,0,1
1973,778.86,4.74,0,0,1
1974,775.56,4.59,0,0,1
1975,776.69,4.8,0,0,1
1976,760.19,4.8,0,0,1
1977,775.68,5.08,0,0,1
1978,769.85,4.26,0,0,1
1979,790.66,5.12,0,0,1
1980,778.08,4.47,0,0,1
1981,775.53,4.36,0,0,1
1982,770.63,4.09,0,0,1
1953,775.82,4.37,0,0,1
1954,763.46,4.04,0,0,1
1955,759.48,4.14,0,0,1
1956,757.58,4.49,0,0,1
1957,772.51,3.83,0,0,1
1958,767.74,4.72,0,0,1
1959,778.37,4.29,0,0,1
1960,758.7,4.68,0,0,1
1961,770.95,4.21,0,0,1
1962,760.29,4.74,0,0,1
1963,837.07,4.29,0,0,1
1964,779.99,4.6,0,0,1
1965,790.02,4.64,0,0,1
1966,796.58,5.13,0,0,1
2017,758.29,4.47,0,0,1
2018,760.54,4.03,0,0,1
2019,778.31,4.37,0,0,1
2020,776.56,4.28,0,0,1
2021,774.71,3.75,0,0,1
2022,766.32,4.74,0,0,1
2023,769.37,4.73,0,0,1
2024,790.05,4.84,0,0,1
2025,761.61,4.08,0,0,1
2026,762.22,4.67,0,0,1
2027,760.31,4.14,0,0,1
2028,762.77,5.1,0,0,1
2029,762.03,4.78,0,0,1
2030,761.21,4.83,0,0,1
2033,762.74,4.28,0,0,1
2034,776.75,4.76,0,0,1
2035,775.05,4.24,0,0,1
2036,771.96,4.26,0,0,1
2037,779.08,5,0,0,1
2038,764.22,5.21,0,0,1
2039,779.75,5.09,0,0,1
2040,767.41,5.1,0,0,1
2041,774.01,3.78,0,0,1
2042,790.84,5.13,0,0,1
2043,778.11,4.39,0,0,1
2044,748.78,5.2,0,0,1
2045,774.34,3.84,0,0,1
2046,738.01,5,0,0,1
1790,777.77,4.78,0,0,1
1789,795.56,5.35,0,0,1
1788,787.82,5.14,0,0,1
1787,776.48,4.58,0,0,1
1786,807.57,5.62,0,0,1
1785,787.29,5.21,0,0,1
1784,784.87,5.01,0,0,1
1783,762.41,4.64,0,0,1
1782,772.64,4.27,0,0,1
1781,770.38,3.92,0,0,1
1780,785.88,5.14,0,0,1
1779,2601.48,1.07,0,0,1
1778,770.43,4.91,0,0,1
1777,789.14,4.14,0,0,1
1774,759.29,4.68,0,0,1
1773,726.33,6.52,0,0,1
1772,781.82,5.03,0,0,1
1771,768.85,4.03,0,0,1
1770,783.82,4.5,0,0,1
1769,778.72,4.47,0,0,1
1768,783.72,4.52,0,0,1
1767,733.54,4.59,0,0,1
1766,763.43,3.96,0,0,1
1765,786.07,4.5,0,0,1
1764,772.31,3.73,0,0,1
1763,755.8,4.81,0,0,1
1762,783.35,4.52,0,0,1
1761,783.05,4.61,0,0,1
1710,778.73,3.23,0,0,1
1709,755.49,4.77,0,0,1
1708,751.07,5.26,0,0,1
1707,757.08,5.22,0,0,1
1706,780.1,5.14,0,0,1
1705,754.92,4.44,0,0,1
1704,761.36,4.52,0,0,1
1703,769.74,3.61,0,0,1
1702,785.73,4.46,0,0,1
1701,763.16,4.44,0,0,1
1700,786.08,4.84,0,0,1
1699,764.58,4.49,0,0,1
1698,770.36,3.62,0,0,1
1697,761.61,4.2,0,0,1
1726,749.66,4.97,0,0,1
1725,764.25,4.17,0,0,1
1724,748.03,4.91,0,0,1
1723,747.88,4.76,0,0,1
1722,762.78,4.36,0,0,1
1721,759.08,4.94,0,0,1
1720,766.11,4.74,0,0,1
1719,748.43,5.6,0,0,1
1718,767.41,4.98,0,0,1
1717,739.29,5.32,0,0,1
1716,739.17,5.53,0,0,1
1715,754.51,5.13,0,0,1
1714,761.66,4.69,0,0,1
1713,777.27,4.68,0,0,1
1662,758.48,4.78,0,0,1
1661,759.43,4.27,0,0,1
1660,749.65,5.47,0,0,1
1659,738.52,5,0,0,1
1658,751.37,5.92,0,0,1
1657,757.09,4.72,0,0,1
1656,735.46,5.59,0,0,1
1655,722.36,5.26,0,0,1
1654,784.73,5.27,0,0,1
1653,783.99,5.12,0,0,1
1652,785.66,4.94,0,0,1
1651,780.26,4.87,0,0,1
1650,776.24,4.33,0,0,1
1649,787.2,5.34,0,0,1
1646,775.53,4.4,0,0,1
1645,792.86,5.15,0,0,1
1644,800.71,5.26,0,0,1
1643,770.87,3.68,0,0,1
1642,773.96,4.08,0,0,1
1641,779.53,4.75,0,0,1
1640,763.5,4.43,0,0,1
1639,780.62,4.78,0,0,1
1638,772.23,4.06,0,0,1
1637,755.29,4.99,0,0,1
1636,793.62,5.92,0,0,1
1635,778.91,4.34,0,0,1
1634,787.61,4.87,0,0,1
1633,817.07,4.7,0,0,1
1582,789.48,4.38,0,0,1
1581,782.55,4.51,0,0,1
1580,794.75,4.35,0,0,1
1579,806.76,4.51,0,0,1
1578,784.08,4.15,0,0,1
1577,821.46,4.41,0,0,1
1576,830.06,4.06,0,0,1
1575,790.41,4.33,0,0,1
1574,800.42,4.53,0,0,1
1573,791.61,4.36,0,0,1
1572,792.51,4.57,0,0,1
1571,798.93,5.19,0,0,1
1570,700.76,4.84,0,0,1
1569,739.13,4.75,0,0,1
1598,736.97,4.53,0,0,1
1597,750.02,4.79,0,0,1
1596,742.24,4.69,0,0,1
1595,738.7,4.84,0,0,1
1594,731.21,4.49,0,0,1
1593,743.65,5.02,0,0,1
1592,743.15,5.02,0,0,1
1591,719.76,4.57,0,0,1
1590,724.11,4.55,0,0,1
1589,729.95,4.59,0,0,1
1588,717.59,4.34,0,0,1
1587,748.81,5.07,0,0,1
1586,716.97,4.28,0,0,1
1585,728.62,5.64,0,0,1
983,784.34,6.87,0,0,1
985,794.31,6.16,0,0,1
987,786.7,6.14,0,0,1
989,796.78,6.1,0,0,1
1008,804.11,6.56,0,0,1
1007,798.99,6.05,0,0,1
962,795.27,6.32,0,0,1
964,785.04,5.97,0,0,1
966,818.46,6.27,0,0,1
968,825.75,5.69,0,0,1
970,786.99,6.44,0,0,1
972,825.72,5.85,0,0,1
974,814.44,6.62,0,0,1
992,808.23,7.15,0,0,1
943,803.79,7.16,0,0,1
897,810.95,7.54,0,0,1
899,786.59,6.63,0,0,1
901,785.89,6.35,0,0,1
903,775.74,5.78,0,0,1
905,784.32,6.63,0,0,1
907,766.55,6.46,0,0,1
909,760.17,5.8,0,0,1
928,766.42,5.94,0,0,1
959,759.88,5.72,0,0,1
914,752.6,6.28,0,0,1
916,771.14,11.78,0,0,1
918,790.33,5.85,0,0,1
920,768.59,3.76,0,0,1
922,726.47,5.82,0,0,1
924,771.95,3.17,0,0,1
926,760.14,5.3,0,0,1
944,730.84,4.18,0,0,1
895,808.78,7.93,0,0,1
849,776.14,4.62,0,0,1
851,788.15,4.73,0,0,1
853,775.66,4.32,0,0,1
855,772.91,3.89,0,0,1
857,785.19,4.86,0,0,1
859,785.68,4.95,0,0,1
861,768.03,4.33,0,0,1
880,778.83,4.61,0,0,1
879,749.91,5.16,0,0,1
834,784.19,4.77,0,0,1
836,784.79,4.89,0,0,1
838,761.82,3.8,0,0,1
840,761.91,4.36,0,0,1
842,756.09,5.12,0,0,1
844,743.95,7.3,0,0,1
846,792.5,6.88,0,0,1
864,782.08,5.03,0,0,1
815,813.79,5.77,0,0,1
769,784.74,4.87,0,0,1
771,818.18,5.13,0,0,1
773,818.99,5.38,0,0,1
775,808.41,5.34,0,0,1
777,801.32,5.25,0,0,1
779,813.17,5.39,0,0,1
781,794.99,5.15,0,0,1
800,778.16,4.67,0,0,1
831,2428.81,1.03,0,0,1
786,789.44,4.96,0,0,1
788,784.83,4.65,0,0,1
790,757.46,4.77,0,0,1
792,773.71,6.88,0,0,1
794,756.53,6.67,0,0,1
796,748.09,7.18,0,0,1
798,710.38,5.34,0,0,1
816,2955.23,1.85,0,0,1
767,713.58,5.37,0,0,1
721,788.11,6.42,0,0,1
723,1899.24,1.12,0,0,1
725,750.67,6.7,0,0,1
727,713.72,5.43,0,0,1
729,708.17,6.43,0,0,1
731,733.59,6.7,0,0,1
733,727.02,7.04,0,0,1
752,715.71,5.52,0,0,1
751,720.41,6.02,0,0,1
706,693.71,6.22,0,0,1
708,747.77,7.79,0,0,1
710,754.1,6.88,0,0,1
712,765.54,5.73,0,0,1
714,744.74,7.07,0,0,1
716,730.07,4.11,0,0,1
718,748.92,6.54,0,0,1
736,742.96,9.25,0,0,1
687,748.95,6.9,0,0,1
641,773.01,4.92,0,0,1
643,773.37,5.76,0,0,1
645,744,6.92,0,0,1
647,756.93,6.43,0,0,1
649,750.67,6.61,0,0,1
651,747.86,7.25,0,0,1
653,758.33,6.07,0,0,1
672,754.62,7.06,0,0,1
703,776.91,6,0,0,1
658,759.49,7.38,0,0,1
660,744.59,5.85,0,0,1
662,769.92,5.07,0,0,1
664,738.96,5.44,0,0,1
666,789.76,5.33,0,0,1
668,779.34,5,0,0,1
670,762.11,5.07,0,0,1
688,766.25,4.79,0,0,1
639,736.69,5.5,0,0,1
593,755.87,5.04,0,0,1
595,750.64,5.41,0,0,1
597,756.44,4.33,0,0,1
599,754.62,5.19,0,0,1
601,738.57,5.36,0,0,1
603,738.3,5.03,0,0,1
605,733.82,6.5,0,0,1
624,747.92,7.39,0,0,1
623,761.54,4.47,0,0,1
578,750.65,5.48,0,0,1
580,741.71,5.32,0,0,1
582,735,5.55,0,0,1
584,751.11,5.55,0,0,1
586,735.86,5.66,0,0,1
588,758.49,4.47,0,0,1
590,737.81,5.53,0,0,1
608,726.91,5.19,0,0,1
559,726.9,5.12,0,0,1
513,715.3,4.68,0,0,1
515,733.44,5.2,0,0,1
517,738.42,6.13,0,0,1
519,771.2,4.56,0,0,1
521,737.08,7.25,0,0,1
523,762.04,6.29,0,0,1
525,765.66,5.99,0,0,1
544,755.37,6.04,0,0,1
575,0,0,0,0,1
530,756.26,6.19,0,0,1
532,756.61,6.37,0,0,1
534,754.86,6.3,0,0,1
536,768.91,6.16,0,0,1
538,780.66,5.96,0,0,1
540,779.33,5.6,0,0,1
542,764.31,6.2,0,0,1
560,777.68,5.41,0,0,1
1023,769.32,5.5,0,0,1
977,764.88,5.82,0,0,1
979,775.43,4.65,0,0,1
981,748.98,6.63,0,0,1
793,739.67,6.36,0,0,1
791,789.34,6.3,0,0,1
789,768.66,5.88,0,0,1
787,762.08,6.05,0,0,1
785,763.65,5.34,0,0,1
784,744.54,7.04,0,0,1
783,770.68,5.04,0,0,1
782,747.16,6.5,0,0,1
780,766.62,5.9,0,0,1
778,764.61,5.49,0,0,1
776,752.13,6.6,0,0,1
774,755.91,5.95,0,0,1
772,746.48,6.64,0,0,1
770,746.26,6.83,0,0,1
768,751.17,6.32,0,0,1
847,729.74,6.88,0,0,1
845,759.9,5.88,0,0,1
843,752.66,5.65,0,0,1
841,746.73,5.56,0,0,1
839,765.8,4.79,0,0,1
837,754.93,5,0,0,1
835,744.77,5.6,0,0,1
833,761.69,4.82,0,0,1
832,748.28,5.68,0,0,1
863,752.12,5.47,0,0,1
862,2599.25,3.08,0,0,1
860,2527.86,1.35,0,0,1
858,732.12,5.53,0,0,1
856,735.04,5.47,0,0,1
854,748.93,5.8,0,0,1
852,747.23,5.84,0,0,1
850,715.51,6.13,0,0,1
848,785.31,6.12,0,0,1
927,777.61,4.49,0,0,1
925,784.09,4.98,0,0,1
923,778.38,4.4,0,0,1
921,780.83,4.73,0,0,1
919,773.44,3.88,0,0,1
917,2344.05,1.62,0,0,1
915,781.9,4.85,0,0,1
913,772.89,3.59,0,0,1
912,0,0,0,0,1
911,789.78,4.65,0,0,1
910,764.37,4.33,0,0,1
908,782.82,4.52,0,0,1
906,769.15,4.75,0,0,1
904,752.19,5.06,0,0,1
902,756.63,5.95,0,0,1
900,793.81,6.84,0,0,1
898,770.85,5.72,0,0,1
896,795.55,6.5,0,0,1
975,799.34,6.52,0,0,1
973,758.9,5.62,0,0,1
971,778.87,5.75,0,0,1
969,1132.41,1.35,0,0,1
967,766.09,5.96,0,0,1
965,778.01,5.45,0,0,1
963,786.45,6.33,0,0,1
961,791.1,6.31,0,0,1
960,781.53,6.19,0,0,1
991,784.89,6.25,0,0,1
990,772.32,5.52,0,0,1
988,762.79,5.75,0,0,1
986,781.25,6.01,0,0,1
984,728.6,6.88,0,0,1
982,742.59,6.95,0,0,1
980,746.53,7.4,0,0,1
978,756.26,6.26,0,0,1
976,761.1,6.16,0,0,1
543,757.44,5.7,0,0,1
541,747.11,7.24,0,0,1
539,768.31,5.82,0,0,1
537,748.93,7.01,0,0,1
535,784.5,6,0,0,1
533,752.02,6.56,0,0,1
531,748.49,6.85,0,0,1
529,756.68,6.38,0,0,1
528,780.03,6.06,0,0,1
527,748.78,6.89,0,0,1
526,745.43,6.83,0,0,1
524,791.96,7.33,0,0,1
522,787.41,5.18,0,0,1
520,773.92,4.71,0,0,1
518,782.15,5.05,0,0,1
516,763.72,4.33,0,0,1
514,777.62,4.7,0,0,1
512,773.67,4.02,0,0,1
591,774.49,4.1,0,0,1
589,774,4.01,0,0,1
587,798.16,5.24,0,0,1
585,789.68,4.97,0,0,1
583,794.78,5.33,0,0,1
581,764.14,4.67,0,0,1
579,788.3,4.77,0,0,1
577,788.28,5.13,0,0,1
576,751.56,6.75,0,0,1
607,842.2,6.11,0,0,1
606,815.08,5.74,0,0,1
604,802.61,5.71,0,0,1
602,783.85,4.98,0,0,1
600,817.27,5.54,0,0,1
598,823.37,4.74,0,0,1
596,804.41,5.8,0,0,1
594,793.06,5.33,0,0,1
592,794.08,5.64,0,0,1
671,826.43,4.74,0,0,1
669,816.16,5.48,0,0,1
667,800.56,5.68,0,0,1
665,775.82,4.37,0,0,1
663,783.46,5.34,0,0,1
661,784.74,5.17,0,0,1
659,755.17,6.99,0,0,1
657,811.02,7.73,0,0,1
656,793.33,6.49,0,0,1
655,759.88,5.65,0,0,1
654,776.91,5.43,0,0,1
652,756.74,6.16,0,0,1
650,768.05,5.8,0,0,1
648,776.49,5.74,0,0,1
646,758.35,5.74,0,0,1
644,774.13,5.27,0,0,1
642,773.85,5.32,0,0,1
640,757.75,6.1,0,0,1
719,772.45,5.25,0,0,1
717,760.67,5.84,0,0,1
715,775.2,5.66,0,0,1
713,773.11,6.38,0,0,1
711,741.26,7.7,0,0,1
709,820.17,6.14,0,0,1
707,838.06,4.79,0,0,1
705,820.29,6.35,0,0,1
704,817.03,6.31,0,0,1
735,812.88,6.97,0,0,1
734,824.89,5.99,0,0,1
732,805.37,6.92,0,0,1
730,824.85,6.99,0,0,1
728,824.3,5.65,0,0,1
726,800.2,12.98,0,0,1
724,847.94,6.33,0,0,1
722,2457.47,1.29,0,0,1
720,834.35,6.18,0,0,1
799,806.49,4.31,0,0,1
797,825.3,5.71,0,0,1
795,795.35,7.29,0,0,1
1022,819.8,6.59,0,0,1
1021,828.21,4.81,0,0,1
1020,832.85,4.97,0,0,1
1019,848.76,5.2,0,0,1
1018,814.19,5.49,0,0,1
1017,816.49,5.57,0,0,1
1016,823.29,4.42,0,0,1
1015,807.71,5.62,0,0,1
1014,826.09,4.31,0,0,1
1013,845.18,5.19,0,0,1
1012,846.72,5.17,0,0,1
1011,818.38,5.57,0,0,1
1010,825.01,4.48,0,0,1
1009,816.94,3.97,0,0,1
1006,821.71,5.14,0,0,1
1005,821.32,6.81,0,0,1
1004,794.77,7.48,0,0,1
1003,775.18,4.43,0,0,1
1002,772.66,4.5,0,0,1
1001,786.78,4.91,0,0,1
1000,757.69,4.8,0,0,1
999,789.89,5.27,0,0,1
998,777.39,4.94,0,0,1
997,755.98,5.04,0,0,1
996,759.9,5.51,0,0,1
995,763.07,4.69,0,0,1
994,770.49,5.36,0,0,1
993,767.56,5.76,0,0,1
942,771.74,4.27,0,0,1
941,787.39,5.03,0,0,1
940,751.5,5.64,0,0,1
939,774.71,6.29,0,0,1
938,775.91,5.55,0,0,1
937,772.31,5.49,0,0,1
936,781.99,6.05,0,0,1
935,772.85,5.16,0,0,1
934,763.2,6.04,0,0,1
933,772.28,5.61,0,0,1
932,775.49,5.27,0,0,1
931,758.17,6.35,0,0,1
930,779.42,5.53,0,0,1
929,761.22,5.95,0,0,1
958,752.82,6.38,0,0,1
957,759.71,5.72,0,0,1
956,3274.35,1.45,0,0,1
955,748.98,6.59,0,0,1
954,746.58,7.17,0,0,1
953,761.55,6.04,0,0,1
952,799.74,7.08,0,0,1
951,807.65,4.69,0,0,1
950,823.58,5.87,0,0,1
949,823.04,3.9,0,0,1
948,812.38,6.93,0,0,1
947,2787.4,1.42,0,0,1
946,813.2,6.86,0,0,1
945,803.3,6.62,0,0,1
894,800.27,6.69,0,0,1
893,821.11,5.96,0,0,1
892,814.6,6.94,0,0,1
891,833.81,5.93,0,0,1
890,811.57,6.99,0,0,1
889,804.46,6.8,0,0,1
888,806.76,7.23,0,0,1
887,796.85,6.65,0,0,1
886,792.89,7.83,0,0,1
885,814.07,5.52,0,0,1
884,821.56,5.34,0,0,1
883,807.95,5.9,0,0,1
882,809.35,5.93,0,0,1
881,810.09,5.8,0,0,1
878,796.48,5.42,0,0,1
877,812.42,5.79,0,0,1
876,843.88,5.06,0,0,1
875,839.37,4.48,0,0,1
874,830.47,4.85,0,0,1
873,837.36,4.22,0,0,1
872,835.45,4.02,0,0,1
871,830.63,5.05,0,0,1
870,794.08,5.19,0,0,1
869,804.92,5.68,0,0,1
868,799.28,6.85,0,0,1
867,792.76,5.13,0,0,1
866,789.64,5.43,0,0,1
865,815.89,5.73,0,0,1
814,782.68,5.12,0,0,1
813,799.13,5.78,0,0,1
812,824.5,4.87,0,0,1
811,805.13,6.03,0,0,1
810,795.36,5.39,0,0,1
809,792.54,5.7,0,0,1
808,801.36,5.63,0,0,1
807,783,5.27,0,0,1
806,787.71,5.14,0,0,1
805,806.72,6.07,0,0,1
804,788.38,5.07,0,0,1
803,794.55,10.03,0,0,1
802,751.09,7.29,0,0,1
801,738.85,6.45,0,0,1
830,766.79,5.86,0,0,1
829,743.56,6.5,0,0,1
828,736.05,6.54,0,0,1
827,729.5,6.21,0,0,1
826,728.16,6.31,0,0,1
825,746.68,6.77,0,0,1
824,730.02,6.55,0,0,1
823,749.47,6.89,0,0,1
822,743.98,7.05,0,0,1
821,759.05,5.2,0,0,1
820,746.74,6.15,0,0,1
819,723.58,6.02,0,0,1
818,752.45,6.4,0,0,1
817,734.14,6.49,0,0,1
561,778.13,70.34,0,0,1
562,764.8,58.59,0,0,1
563,758.74,53.86,0,0,1
564,782.28,55.69,0,0,1
565,774.81,62.7,0,0,1
566,764.98,57.79,0,0,1
567,773.42,63.38,0,0,1
568,778.05,63.83,0,0,1
569,749.33,51.22,0,0,1
570,764.38,62.07,0,0,1
571,741.75,51.29,0,0,1
572,725.32,49.84,0,0,1
573,762.37,57.85,0,0,1
574,766.61,62.61,0,0,1
545,753.67,51.68,0,0,1
546,752.75,53.79,0,0,1
547,781.3,6.16,0,0,1
548,782.04,5.1,0,0,1
549,798.84,5.52,0,0,1
550,799.14,5.34,0,0,1
551,793.45,5.45,0,0,1
552,786.66,5.28,0,0,1
553,793.71,5.46,0,0,1
554,791.61,5.42,0,0,1
555,828.76,5.38,0,0,1
556,793.85,5.51,0,0,1
557,805.3,5.66,0,0,1
558,798.61,5.41,0,0,1
609,791.87,5.4,0,0,1
610,808.13,6.06,0,0,1
611,780.95,4.86,0,0,1
612,776.31,5.61,0,0,1
613,768.42,6.58,0,0,1
614,757.83,5.12,0,0,1
615,745.39,5.93,0,0,1
616,754.36,5.45,0,0,1
617,770.41,4.27,0,0,1
618,758.18,4.83,0,0,1
619,751.43,5.5,0,0,1
620,750.72,5.43,0,0,1
621,756.81,5.03,0,0,1
622,743.9,5.76,0,0,1
625,755.73,5.17,0,0,1
626,736.23,5.41,0,0,1
627,717.69,4.87,0,0,1
628,718.45,1.14,0,0,1
629,719.08,5.14,0,0,1
630,725.55,6.18,0,0,1
631,718.16,5.66,0,0,1
632,715.57,5.33,0,0,1
633,733.33,5.8,0,0,1
634,2225.99,1.78,0,0,1
635,725.9,5.91,0,0,1
636,747.62,6.12,0,0,1
637,721.25,5.57,0,0,1
638,726.48,5.85,0,0,1
689,732.37,5.95,0,0,1
690,731.63,6.35,0,0,1
691,740.51,6.06,0,0,1
692,759.6,5.19,0,0,1
693,745.69,6.24,0,0,1
694,747.2,6.57,0,0,1
695,761.93,4.98,0,0,1
696,746.84,6.73,0,0,1
697,741.56,8.44,0,0,1
698,750.41,6.61,0,0,1
699,714.88,5.2,0,0,1
700,727.88,5.91,0,0,1
701,3979.02,1.18,0,0,1
702,711.66,4.92,0,0,1
673,716.84,5.06,0,0,1
674,1415.14,1.36,0,0,1
675,717.3,5.21,0,0,1
676,716.46,5.21,0,0,1
677,701.92,5.79,0,0,1
678,732.22,5.77,0,0,1
679,730.95,5.73,0,0,1
680,748.93,6.25,0,0,1
681,756.17,5.75,0,0,1
682,732.17,5.88,0,0,1
683,776.79,5.54,0,0,1
684,772.96,3.76,0,0,1
685,807.91,5.71,0,0,1
686,791.6,5.51,0,0,1
737,806.4,5.36,0,0,1
738,795.41,5.73,0,0,1
739,801.11,4.97,0,0,1
740,777.33,4.67,0,0,1
741,795.96,5.18,0,0,1
742,784.56,5.08,0,0,1
743,783.91,4.78,0,0,1
744,791.47,5.45,0,0,1
745,780.9,4.7,0,0,1
746,774.02,3.84,0,0,1
747,774.3,3.92,0,0,1
748,727.69,6.05,0,0,1
749,757.2,1.3,0,0,1
750,797.23,5.14,0,0,1
753,791.61,4.92,0,0,1
754,826.37,4.12,0,0,1
755,797.69,5.05,0,0,1
756,793.49,5.2,0,0,1
757,816.92,5.36,0,0,1
758,801.3,5.12,0,0,1
759,812.6,5.19,0,0,1
760,799.55,5.53,0,0,1
761,812.62,5.51,0,0,1
762,793.99,5.02,0,0,1
763,796.36,5.08,0,0,1
764,795.86,5.17,0,0,1
765,793.83,4.91,0,0,1
766,772.24,5.79,0,0,1
471,774.08,4.38,0,0,1
473,769.92,4.91,0,0,1
475,794.99,5.27,0,0,1
477,772.4,4.22,0,0,1
496,781.69,5.08,0,0,1
495,771.15,4.2,0,0,1
450,768.19,4.39,0,0,1
452,780.77,5.29,0,0,1
454,773.97,3.92,0,0,1
456,773.11,3.8,0,0,1
458,784.5,4.99,0,0,1
460,799.92,5.43,0,0,1
462,790.3,5.08,0,0,1
480,776.74,4.76,0,0,1
431,798.97,5.66,0,0,1
385,789.97,4.97,0,0,1
387,815.96,5.81,0,0,1
389,795.99,4.93,0,0,1
391,822.67,4.81,0,0,1
393,796.74,4.96,0,0,1
395,793.86,5.39,0,0,1
397,770.58,4.22,0,0,1
416,788.03,5.1,0,0,1
447,771.74,9.25,0,0,1
402,784.9,4.73,0,0,1
404,775.46,3.73,0,0,1
406,768.57,4.64,0,0,1
408,2039.4,1.63,0,0,1
410,762.08,3.89,0,0,1
412,799.26,4.3,0,0,1
414,773.89,3.88,0,0,1
432,782.63,4,0,0,1
383,796.37,5.96,0,0,1
337,776.31,4.04,0,0,1
339,774.98,4.17,0,0,1
341,776.75,4.16,0,0,1
343,764.39,4.16,0,0,1
345,784.87,4.69,0,0,1
347,775.55,4.04,0,0,1
349,804.31,5.1,0,0,1
368,763.8,3.97,0,0,1
367,773.01,3.74,0,0,1
322,772.22,3.51,0,0,1
324,767.18,4.16,0,0,1
326,784.86,4.65,0,0,1
328,753.8,4.79,0,0,1
330,755.63,4.72,0,0,1
332,763.53,6.17,0,0,1
334,774.09,4,0,0,1
352,771.79,3.61,0,0,1
303,774.04,3.78,0,0,1
257,801.31,4.73,0,0,1
259,775.92,4.11,0,0,1
261,758.85,4.3,0,0,1
263,788.58,4.48,0,0,1
265,797.71,4.91,0,0,1
267,800.93,4.85,0,0,1
269,770.2,3.63,0,0,1
288,785.53,4.78,0,0,1
319,772.52,3.51,0,0,1
274,790.64,4.63,0,0,1
276,774.26,3.47,0,0,1
278,772.31,3.42,0,0,1
280,735.61,5.56,0,0,1
282,765.06,5.22,0,0,1
284,796.69,5.51,0,0,1
286,771.55,5.14,0,0,1
304,790.32,5.22,0,0,1
255,774.57,5.15,0,0,1
209,793.27,5.13,0,0,1
211,3832.75,12.51,0,0,1
213,791.5,5.23,0,0,1
215,785.98,6.16,0,0,1
217,777.88,4.79,0,0,1
219,786.55,10.64,0,0,1
221,821.52,4.96,0,0,1
240,787.1,12.67,0,0,1
239,783.05,5.1,0,0,1
194,765.07,7.48,0,0,1
196,787.75,5.22,0,0,1
198,774.62,4.72,0,0,1
200,782.94,4.36,0,0,1
202,789.54,5.4,0,0,1
204,787.91,4.51,0,0,1
206,773.74,4.22,0,0,1
224,809.05,31.99,0,0,1
175,788.17,5.36,0,0,1
129,803.92,6.62,0,0,1
131,778.14,5.03,0,0,1
133,775.78,5.2,0,0,1
135,786.16,5.59,0,0,1
137,794.54,6.8,0,0,1
139,780.64,5.12,0,0,1
141,793.25,6.57,0,0,1
160,784.4,5.61,0,0,1
191,769.87,4.95,0,0,1
146,766.02,10.97,0,0,1
148,759.33,4.23,0,0,1
150,759.51,4.46,0,0,1
152,728.62,4.55,0,0,1
154,751.98,4.8,0,0,1
156,753.85,4.77,0,0,1
158,765.59,4.61,0,0,1
176,744.53,4.95,0,0,1
127,761.23,4.26,0,0,1
81,792.43,372.13,0,0,1
83,784.67,4.8,0,0,1
85,891.6,346.74,0,0,1
87,912.92,609.9,0,0,1
89,873.23,536.96,0,0,1
91,834,393.09,0,0,1
93,843.73,286.21,0,0,1
112,769.5,6.45,0,0,1
111,763.29,3.97,0,0,1
66,755.75,4.98,0,0,1
68,764.57,4.16,0,0,1
70,772.14,3.53,0,0,1
72,751.83,4.95,0,0,1
74,754.64,4.65,0,0,1
76,745,4.9,0,0,1
78,739.91,4.75,0,0,1
96,757.56,4.46,0,0,1
47,731.56,4.64,0,0,1
1,3140.01,1.04,0,0,1
3,750.51,4.86,0,0,1
5,736.57,5.09,0,0,1
7,698.84,4.36,0,0,1
9,712.15,3.73,0,0,1
11,778.73,4.67,0,0,1
13,784.08,5.36,0,0,1
32,789.49,4.61,0,0,1
63,777.27,4.77,0,0,1
18,769.43,4.69,0,0,1
20,774.65,4.47,0,0,1
22,775.34,4.3,0,0,1
24,790.91,5.91,0,0,1
26,784.27,5.02,0,0,1
28,786.37,5.5,0,0,1
